icd10,nbdcode,nbd_label,rule_type,source_file,source_line
X45,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X46,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X47,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X48,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X49,127,Poisonings (including herbal),static,NBD215grProgram.do,172
X50,139,Other unintentional injuries,static,NBD215grProgram.do,184
X51,139,Other unintentional injuries,static,NBD215grProgram.do,184
X52,139,Other unintentional injuries,static,NBD215grProgram.do,184
X53,139,Other unintentional injuries,static,NBD215grProgram.do,184
X54,139,Other unintentional injuries,static,NBD215grProgram.do,184
X55,139,Other unintentional injuries,static,NBD215grProgram.do,184
X56,139,Other unintentional injuries,static,NBD215grProgram.do,184
X57,139,Other unintentional injuries,static,NBD215grProgram.do,184
X58,139,Other unintentional injuries,static,NBD215grProgram.do,184
X59,159,Exposure to unspecified factor,static,NBD215grProgram.do,209
X60,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X61,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X62,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X63,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X64,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X65,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X66,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X67,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X68,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X69,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X70,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X71,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X72,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X73,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X74,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X75,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X76,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X77,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X78,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X79,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X80,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X81,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X82,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X83,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X84,140,Self-inflicted injuries,static,NBD215grProgram.do,185
X85,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X86,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X87,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X88,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X89,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X90,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X91,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X92,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X93,141,Interpersonal violence with firearm,static,NBD215grProgram.do,186
X94,141,Interpersonal violence with firearm,static,NBD215grProgram.do,186
X95,141,Interpersonal violence with firearm,static,NBD215grProgram.do,186
X96,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X97,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X98,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
X99,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y00,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y01,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y02,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y03,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y04,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y05,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y06,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y07,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y08,142,Interpersonal violence without firearm,static,NBD215grProgram.do,187
Y09,151,Homicide unspecified means,static,NBD215grProgram.do,201
Y10,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y11,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y12,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y13,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y14,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y15,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y16,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y17,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y18,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y19,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y20,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y21,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y22,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y23,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y24,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y25,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y26,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y27,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y28,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y29,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y30,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y31,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y32,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y33,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y34,160,Injuries with Undetermined intent,static,NBD215grProgram.do,210
Y35,214,Legal intervention and acts of war,static,NBD215grProgram.do,262
Y36,151,Homicide unspecified means,static,NBD215grProgram.do,201
Y37,137,Mining accidents,static,NBD215grProgram.do,182
Y38,139,Other unintentional injuries,static,NBD215grProgram.do,184
Y39,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y40,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y41,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y42,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y43,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y44,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y45,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y46,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y47,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y48,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y49,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y50,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y51,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y52,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y53,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y54,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y55,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y56,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y57,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y58,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y59,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y60,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y61,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y62,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y63,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y64,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y65,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y66,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y67,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y68,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y69,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y70,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y71,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y72,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y73,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y74,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y75,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y76,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y77,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y78,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y79,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y80,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y81,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y82,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y83,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y84,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y85,198,Sequelae of transport accidents,static,NBD215grProgram.do,246
Y86,199,Sequelae of other accidents,static,NBD215grProgram.do,247
Y87,200,"Sequelae of intentional self-harm, assault and events of undetermined intent",static,NBD215grProgram.do,248
Y88,136,Adverse effects of medical and surgical treatment,static,NBD215grProgram.do,181
Y89,201,Sequelae of other external causes,static,NBD215grProgram.do,249
