icd10,nbdcode,nbd_label,rule_type,source_file,source_line
J16,11,Lower respiratory infections,static,NBD215grProgram.do,32
J17,11,Lower respiratory infections,static,NBD215grProgram.do,32
J18,11,Lower respiratory infections,static,NBD215grProgram.do,32
J20,11,Lower respiratory infections,static,NBD215grProgram.do,32
J21,11,Lower respiratory infections,static,NBD215grProgram.do,32
J22,11,Lower respiratory infections,static,NBD215grProgram.do,32
J30,95,Other respiratory,static,NBD215grProgram.do,139
J31,95,Other respiratory,static,NBD215grProgram.do,139
J32,95,Other respiratory,static,NBD215grProgram.do,139
J33,95,Other respiratory,static,NBD215grProgram.do,139
J34,95,Other respiratory,static,NBD215grProgram.do,139
J35,95,Other respiratory,static,NBD215grProgram.do,139
J36,95,Other respiratory,static,NBD215grProgram.do,139
J37,95,Other respiratory,static,NBD215grProgram.do,139
J38,95,Other respiratory,static,NBD215grProgram.do,139
J39,95,Other respiratory,static,NBD215grProgram.do,139
J40,91,Copd,static,NBD215grProgram.do,135
J41,91,Copd,static,NBD215grProgram.do,135
J42,91,Copd,static,NBD215grProgram.do,135
J43,91,Copd,static,NBD215grProgram.do,135
J44,91,Copd,static,NBD215grProgram.do,135
J45,93,Asthma,static,NBD215grProgram.do,137
J46,93,Asthma,static,NBD215grProgram.do,137
J47,95,Other respiratory,static,NBD215grProgram.do,139
J60,92,Pneumoconiosis,static,NBD215grProgram.do,136
J61,92,Pneumoconiosis,static,NBD215grProgram.do,136
J62,92,Pneumoconiosis,static,NBD215grProgram.do,136
J63,92,Pneumoconiosis,static,NBD215grProgram.do,136
J64,92,Pneumoconiosis,static,NBD215grProgram.do,136
J65,92,Pneumoconiosis,static,NBD215grProgram.do,136
J66,95,Other respiratory,static,NBD215grProgram.do,139
J67,95,Other respiratory,static,NBD215grProgram.do,139
J68,95,Other respiratory,static,NBD215grProgram.do,139
J69,171,Pneumonitis due to solids and liquids,static,NBD215grProgram.do,219
J70,95,Other respiratory,static,NBD215grProgram.do,139
J80,172,Adult respiratory distress syndrome,static,NBD215grProgram.do,220
J81,173,Pulmonary oedema,static,NBD215grProgram.do,221
J82,95,Other respiratory,static,NBD215grProgram.do,139
J84,94,Other interstitial lung disease,static,NBD215grProgram.do,138
J85,95,Other respiratory,static,NBD215grProgram.do,139
J86,175,Pyothorax,static,NBD215grProgram.do,223
J90,176,"Pleural effusion, not elsewhere classified",static,NBD215grProgram.do,224
J91,95,Other respiratory,static,NBD215grProgram.do,139
J92,95,Other respiratory,static,NBD215grProgram.do,139
J93,177,Pneumothorax,static,NBD215grProgram.do,225
J94,178,Other pleural conditions,static,NBD215grProgram.do,226
J95,95,Other respiratory,static,NBD215grProgram.do,139
J96,206,"Respiratory failure, not elsewhere classified",static,NBD215grProgram.do,254
J98,95,Other respiratory,static,NBD215grProgram.do,139
J99,95,Other respiratory,static,NBD215grProgram.do,139
K00,123,Other oral diseases,static,NBD215grProgram.do,168
K01,123,Other oral diseases,static,NBD215grProgram.do,168
K02,121,Dental caries,static,NBD215grProgram.do,166
K03,123,Other oral diseases,static,NBD215grProgram.do,168
K04,123,Other oral diseases,static,NBD215grProgram.do,168
K05,122,Periodontal disease,static,NBD215grProgram.do,167
K06,123,Other oral diseases,static,NBD215grProgram.do,168
K07,123,Other oral diseases,static,NBD215grProgram.do,168
K08,123,Other oral diseases,static,NBD215grProgram.do,168
K09,123,Other oral diseases,static,NBD215grProgram.do,168
K10,123,Other oral diseases,static,NBD215grProgram.do,168
K11,123,Other oral diseases,static,NBD215grProgram.do,168
K12,123,Other oral diseases,static,NBD215grProgram.do,168
K13,123,Other oral diseases,static,NBD215grProgram.do,168
K14,123,Other oral diseases,static,NBD215grProgram.do,168
K20,103,Other digestive,static,NBD215grProgram.do,147
K21,103,Other digestive,static,NBD215grProgram.do,147
K22,103,Other digestive,static,NBD215grProgram.do,147
K25,96,Peptic ulcer,static,NBD215grProgram.do,140
K26,96,Peptic ulcer,static,NBD215grProgram.do,140
K27,96,Peptic ulcer,static,NBD215grProgram.do,140
K28,103,Other digestive,static,NBD215grProgram.do,147
K29,103,Other digestive,static,NBD215grProgram.do,147
K30,103,Other digestive,static,NBD215grProgram.do,147
K31,103,Other digestive,static,NBD215grProgram.do,147
K35,97,Appendicitis,static,NBD215grProgram.do,141
K36,97,Appendicitis,static,NBD215grProgram.do,141
K37,97,Appendicitis,static,NBD215grProgram.do,141
K38,103,Other digestive,static,NBD215grProgram.do,147
K40,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K41,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K42,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K43,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K44,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K45,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K46,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K50,99,Noninfective inflammatory bowel disease,static,NBD215grProgram.do,143
K51,99,Noninfective inflammatory bowel disease,static,NBD215grProgram.do,143
K52,4,Diarrhoeal disease,static,NBD215grProgram.do,8
K55,103,Other digestive,static,NBD215grProgram.do,147
K56,98,Intestinal obstruction and strangulated hernia,static,NBD215grProgram.do,142
K57,103,Other digestive,static,NBD215grProgram.do,147
K58,103,Other digestive,static,NBD215grProgram.do,147
K59,103,Other digestive,static,NBD215grProgram.do,147
K60,103,Other digestive,static,NBD215grProgram.do,147
K61,103,Other digestive,static,NBD215grProgram.do,147
K62,103,Other digestive,static,NBD215grProgram.do,147
K63,103,Other digestive,static,NBD215grProgram.do,147
K64,103,Other digestive,static,NBD215grProgram.do,147
K65,179,Peritonitis,static,NBD215grProgram.do,227
K66,180,Other disorders of peritoneum,static,NBD215grProgram.do,228
K70,100,Cirrhosis and liver disease,static,NBD215grProgram.do,144
K71,181,Toxic liver disease,static,NBD215grProgram.do,229
K72,182,"Hepatic failure, not elsewhere classified",static,NBD215grProgram.do,230
K73,100,Cirrhosis and liver disease,static,NBD215grProgram.do,144
K74,100,Cirrhosis and liver disease,static,NBD215grProgram.do,144
K75,183,Other inflammatory liver diseases,static,NBD215grProgram.do,231
K76,103,Other digestive,static,NBD215grProgram.do,147
K77,103,Other digestive,static,NBD215grProgram.do,147
K80,101,Gall bladder and bile duct disease,static,NBD215grProgram.do,145
K81,101,Gall bladder and bile duct disease,static,NBD215grProgram.do,145
K82,101,Gall bladder and bile duct disease,static,NBD215grProgram.do,145
K83,101,Gall bladder and bile duct disease,static,NBD215grProgram.do,145
K85,102,Pancreatitis,static,NBD215grProgram.do,146
K86,102,Pancreatitis,static,NBD215grProgram.do,146
K90,103,Other digestive,static,NBD215grProgram.do,147
K91,103,Other digestive,static,NBD215grProgram.do,147
K92,184,Haematemesis and melaena/other diseases of GIT,static,NBD215grProgram.do,232
L00,107,Skin diseases,static,NBD215grProgram.do,152
L01,107,Skin diseases,static,NBD215grProgram.do,152
L02,107,Skin diseases,static,NBD215grProgram.do,152
L03,107,Skin diseases,static,NBD215grProgram.do,152
L04,107,Skin diseases,static,NBD215grProgram.do,152
L05,107,Skin diseases,static,NBD215grProgram.do,152
L06,107,Skin diseases,static,NBD215grProgram.do,152
L07,107,Skin diseases,static,NBD215grProgram.do,152
L08,107,Skin diseases,static,NBD215grProgram.do,152
L10,107,Skin diseases,static,NBD215grProgram.do,152
L11,107,Skin diseases,static,NBD215grProgram.do,152
L12,107,Skin diseases,static,NBD215grProgram.do,152
L13,107,Skin diseases,static,NBD215grProgram.do,152
L20,107,Skin diseases,static,NBD215grProgram.do,152
L21,107,Skin diseases,static,NBD215grProgram.do,152
L22,107,Skin diseases,static,NBD215grProgram.do,152
L23,107,Skin diseases,static,NBD215grProgram.do,152
L24,107,Skin diseases,static,NBD215grProgram.do,152
L25,107,Skin diseases,static,NBD215grProgram.do,152
L26,107,Skin diseases,static,NBD215grProgram.do,152
L27,107,Skin diseases,static,NBD215grProgram.do,152
L28,107,Skin diseases,static,NBD215grProgram.do,152
L29,107,Skin diseases,static,NBD215grProgram.do,152
L30,107,Skin diseases,static,NBD215grProgram.do,152
L40,107,Skin diseases,static,NBD215grProgram.do,152
L41,107,Skin diseases,static,NBD215grProgram.do,152
L42,107,Skin diseases,static,NBD215grProgram.do,152
L43,107,Skin diseases,static,NBD215grProgram.do,152
L44,107,Skin diseases,static,NBD215grProgram.do,152
L45,107,Skin diseases,static,NBD215grProgram.do,152
L46,107,Skin diseases,static,NBD215grProgram.do,152
L47,107,Skin diseases,static,NBD215grProgram.do,152
L48,107,Skin diseases,static,NBD215grProgram.do,152
L49,107,Skin diseases,static,NBD215grProgram.do,152
L50,107,Skin diseases,static,NBD215grProgram.do,152
L51,107,Skin diseases,static,NBD215grProgram.do,152
L52,107,Skin diseases,static,NBD215grProgram.do,152
L53,107,Skin diseases,static,NBD215grProgram.do,152
L54,107,Skin diseases,static,NBD215grProgram.do,152
L55,107,Skin diseases,static,NBD215grProgram.do,152
L56,107,Skin diseases,static,NBD215grProgram.do,152
L57,107,Skin diseases,static,NBD215grProgram.do,152
L58,107,Skin diseases,static,NBD215grProgram.do,152
L59,107,Skin diseases,static,NBD215grProgram.do,152
L60,107,Skin diseases,static,NBD215grProgram.do,152
L61,107,Skin diseases,static,NBD215grProgram.do,152
L62,107,Skin diseases,static,NBD215grProgram.do,152
L63,107,Skin diseases,static,NBD215grProgram.do,152
L64,107,Skin diseases,static,NBD215grProgram.do,152
L65,107,Skin diseases,static,NBD215grProgram.do,152
L66,107,Skin diseases,static,NBD215grProgram.do,152
L67,107,Skin diseases,static,NBD215grProgram.do,152
L68,107,Skin diseases,static,NBD215grProgram.do,152
L69,107,Skin diseases,static,NBD215grProgram.do,152
L70,107,Skin diseases,static,NBD215grProgram.do,152
L71,107,Skin diseases,static,NBD215grProgram.do,152
L72,107,Skin diseases,static,NBD215grProgram.do,152
L73,107,Skin diseases,static,NBD215grProgram.do,152
L74,107,Skin diseases,static,NBD215grProgram.do,152
L75,107,Skin diseases,static,NBD215grProgram.do,152
L76,107,Skin diseases,static,NBD215grProgram.do,152
L77,107,Skin diseases,static,NBD215grProgram.do,152
L78,107,Skin diseases,static,NBD215grProgram.do,152
L79,107,Skin diseases,static,NBD215grProgram.do,152
L80,107,Skin diseases,static,NBD215grProgram.do,152
L81,107,Skin diseases,static,NBD215grProgram.do,152
L82,107,Skin diseases,static,NBD215grProgram.do,152
L83,107,Skin diseases,static,NBD215grProgram.do,152
L84,107,Skin diseases,static,NBD215grProgram.do,152
L85,107,Skin diseases,static,NBD215grProgram.do,152
L86,107,Skin diseases,static,NBD215grProgram.do,152
L87,107,Skin diseases,static,NBD215grProgram.do,152
L88,107,Skin diseases,static,NBD215grProgram.do,152
L89,107,Skin diseases,static,NBD215grProgram.do,152
L90,107,Skin diseases,static,NBD215grProgram.do,152
L91,107,Skin diseases,static,NBD215grProgram.do,152
L92,107,Skin diseases,static,NBD215grProgram.do,152
L93,107,Skin diseases,static,NBD215grProgram.do,152
L94,107,Skin diseases,static,NBD215grProgram.do,152
L95,107,Skin diseases,static,NBD215grProgram.do,152
L96,107,Skin diseases,static,NBD215grProgram.do,152
L97,107,Skin diseases,static,NBD215grProgram.do,152
L98,107,Skin diseases,static,NBD215grProgram.do,152
M00,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M01,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M02,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M05,108,Rheumatoid arthriis,static,NBD215grProgram.do,153
M06,108,Rheumatoid arthriis,static,NBD215grProgram.do,153
M08,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M10,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M11,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M12,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M13,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M15,109,Osteoarthritis,static,NBD215grProgram.do,154
M16,109,Osteoarthritis,static,NBD215grProgram.do,154
M17,109,Osteoarthritis,static,NBD215grProgram.do,154
M18,109,Osteoarthritis,static,NBD215grProgram.do,154
M19,109,Osteoarthritis,static,NBD215grProgram.do,154
M20,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M21,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M22,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M23,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M24,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M25,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M26,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M27,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M28,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M29,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M30,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M31,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M32,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M33,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M34,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M35,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M36,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M37,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M38,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M39,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M40,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M41,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M42,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M43,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M44,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M45,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M46,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M47,110,Back and neck pain,static,NBD215grProgram.do,155
M48,110,Back and neck pain,static,NBD215grProgram.do,155
M49,110,Back and neck pain,static,NBD215grProgram.do,155
M50,110,Back and neck pain,static,NBD215grProgram.do,155
M51,110,Back and neck pain,static,NBD215grProgram.do,155
M52,110,Back and neck pain,static,NBD215grProgram.do,155
M53,110,Back and neck pain,static,NBD215grProgram.do,155
M54,110,Back and neck pain,static,NBD215grProgram.do,155
M60,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M61,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M62,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M63,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M64,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M65,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M66,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M67,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M68,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M69,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M70,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M71,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M72,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M73,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M74,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M75,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M76,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M77,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M78,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M79,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M80,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M81,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M82,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M83,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M84,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M85,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M86,185,Osteomyelitis,static,NBD215grProgram.do,233
M87,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M88,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M89,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M90,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M91,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M92,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M93,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M94,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M95,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M96,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M97,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M98,111,Other muculo-skeletal,static,NBD215grProgram.do,156
M99,111,Other muculo-skeletal,static,NBD215grProgram.do,156
N00,104,Renal disease,static,NBD215grProgram.do,148
N01,104,Renal disease,static,NBD215grProgram.do,148
N02,104,Renal disease,static,NBD215grProgram.do,148
N03,104,Renal disease,static,NBD215grProgram.do,148
N04,104,Renal disease,static,NBD215grProgram.do,148
N05,104,Renal disease,static,NBD215grProgram.do,148
N06,104,Renal disease,static,NBD215grProgram.do,148
N07,104,Renal disease,static,NBD215grProgram.do,148
N08,104,Renal disease,static,NBD215grProgram.do,148
N10,104,Renal disease,static,NBD215grProgram.do,148
N11,104,Renal disease,static,NBD215grProgram.do,148
N12,104,Renal disease,static,NBD215grProgram.do,148
N13,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N14,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N15,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N17,186,Acute renal failure,static,NBD215grProgram.do,234
N18,187,Chronic renal failure,static,NBD215grProgram.do,235
N19,188,Unspecified renal failure,static,NBD215grProgram.do,236
N20,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N21,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N23,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N25,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N26,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N27,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N28,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N29,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N30,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N31,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N32,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N33,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N34,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N35,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N36,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N37,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N38,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N39,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N40,105,Benign prostatic hypertrophy,static,NBD215grProgram.do,149
N41,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N42,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N43,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N44,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N45,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N46,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N47,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N48,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N49,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N50,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N60,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N61,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N62,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N63,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N64,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,150
N70,3,STDs excluding HIV,static,NBD215grProgram.do,6
N71,3,STDs excluding HIV,static,NBD215grProgram.do,6
N72,3,STDs excluding HIV,static,NBD215grProgram.do,6
N73,3,STDs excluding HIV,static,NBD215grProgram.do,6
N75,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N76,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N77,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N78,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N79,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N80,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N81,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N82,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N83,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N84,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N85,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N86,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N87,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N88,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N89,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N90,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N91,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N92,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N93,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N94,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N95,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N96,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N97,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
N98,106,Other urinary and gynaecological diseases,static,NBD215grProgram.do,151
O00,18,Abortion,static,NBD215grProgram.do,45
O01,18,Abortion,static,NBD215grProgram.do,45
O02,18,Abortion,static,NBD215grProgram.do,45
O03,18,Abortion,static,NBD215grProgram.do,45
O04,18,Abortion,static,NBD215grProgram.do,45
O05,18,Abortion,static,NBD215grProgram.do,45
O06,18,Abortion,static,NBD215grProgram.do,45
O07,18,Abortion,static,NBD215grProgram.do,45
O08,18,Abortion,static,NBD215grProgram.do,45
O10,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O11,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O12,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O13,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O14,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O15,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O16,16,Hypertension in pregnancy,static,NBD215grProgram.do,42
O20,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O21,19,Other maternal,static,NBD215grProgram.do,47
O22,19,Other maternal,static,NBD215grProgram.do,47
O23,19,Other maternal,static,NBD215grProgram.do,47
O24,19,Other maternal,static,NBD215grProgram.do,47
O25,19,Other maternal,static,NBD215grProgram.do,47
O26,19,Other maternal,static,NBD215grProgram.do,47
O27,19,Other maternal,static,NBD215grProgram.do,47
O28,19,Other maternal,static,NBD215grProgram.do,47
O29,19,Other maternal,static,NBD215grProgram.do,47
O30,19,Other maternal,static,NBD215grProgram.do,47
O31,19,Other maternal,static,NBD215grProgram.do,47
O32,19,Other maternal,static,NBD215grProgram.do,47
O33,19,Other maternal,static,NBD215grProgram.do,47
O34,19,Other maternal,static,NBD215grProgram.do,47
O35,19,Other maternal,static,NBD215grProgram.do,47
O36,19,Other maternal,static,NBD215grProgram.do,47
O37,19,Other maternal,static,NBD215grProgram.do,47
O38,19,Other maternal,static,NBD215grProgram.do,47
O39,19,Other maternal,static,NBD215grProgram.do,47
O40,19,Other maternal,static,NBD215grProgram.do,47
O41,19,Other maternal,static,NBD215grProgram.do,47
O42,19,Other maternal,static,NBD215grProgram.do,47
O43,19,Other maternal,static,NBD215grProgram.do,47
O44,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O45,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O46,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O47,19,Other maternal,static,NBD215grProgram.do,47
O48,19,Other maternal,static,NBD215grProgram.do,47
O60,19,Other maternal,static,NBD215grProgram.do,47
O61,19,Other maternal,static,NBD215grProgram.do,47
O62,19,Other maternal,static,NBD215grProgram.do,47
O63,19,Other maternal,static,NBD215grProgram.do,47
O64,17,Obstructed labour,static,NBD215grProgram.do,43
O65,17,Obstructed labour,static,NBD215grProgram.do,43
O66,17,Obstructed labour,static,NBD215grProgram.do,43
O67,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O68,19,Other maternal,static,NBD215grProgram.do,48
O69,19,Other maternal,static,NBD215grProgram.do,48
O70,19,Other maternal,static,NBD215grProgram.do,48
O71,19,Other maternal,static,NBD215grProgram.do,48
O72,14,Maternal haemorrhage,static,NBD215grProgram.do,40
O73,19,Other maternal,static,NBD215grProgram.do,48
O74,19,Other maternal,static,NBD215grProgram.do,48
O75,19,Other maternal,static,NBD215grProgram.do,48
O80,19,Other maternal,static,NBD215grProgram.do,48
O81,19,Other maternal,static,NBD215grProgram.do,48
O82,19,Other maternal,static,NBD215grProgram.do,48
O83,19,Other maternal,static,NBD215grProgram.do,48
O84,19,Other maternal,static,NBD215grProgram.do,48
O85,15,Maternal sepsis,static,NBD215grProgram.do,41
O86,15,Maternal sepsis,static,NBD215grProgram.do,41
O87,19,Other maternal,static,NBD215grProgram.do,49
O88,19,Other maternal,static,NBD215grProgram.do,49
O89,19,Other maternal,static,NBD215grProgram.do,49
O90,19,Other maternal,static,NBD215grProgram.do,49
O91,19,Other maternal,static,NBD215grProgram.do,49
O92,19,Other maternal,static,NBD215grProgram.do,49
O94,19,Other maternal,static,NBD215grProgram.do,49
O95,19,Other maternal,static,NBD215grProgram.do,49
O96,19,Other maternal,static,NBD215grProgram.do,49
O97,19,Other maternal,static,NBD215grProgram.do,49
O98,213,Indirect maternal,static,NBD215grProgram.do,261
O99,213,Indirect maternal,static,NBD215grProgram.do,261
P00,23,Other perinatal conditions,static,NBD215grProgram.do,57
P01,20,Preterm birth complications,static,NBD215grProgram.do,51
P02,21,Birth asphyxia,static,NBD215grProgram.do,54
P03,21,Birth asphyxia,static,NBD215grProgram.do,54
P04,23,Other perinatal conditions,static,NBD215grProgram.do,57
P05,23,Other perinatal conditions,static,NBD215grProgram.do,57
P07,20,Preterm birth complications,static,NBD215grProgram.do,51
P08,23,Other perinatal conditions,static,NBD215grProgram.do,57
P10,21,Birth asphyxia,static,NBD215grProgram.do,54
P11,21,Birth asphyxia,static,NBD215grProgram.do,54
P12,21,Birth asphyxia,static,NBD215grProgram.do,54
P13,21,Birth asphyxia,static,NBD215grProgram.do,54
P14,21,Birth asphyxia,static,NBD215grProgram.do,54
P15,21,Birth asphyxia,static,NBD215grProgram.do,54
P20,21,Birth asphyxia,static,NBD215grProgram.do,54
P21,21,Birth asphyxia,static,NBD215grProgram.do,54
P22,20,Preterm birth complications,static,NBD215grProgram.do,51
P24,21,Birth asphyxia,static,NBD215grProgram.do,54
P25,20,Preterm birth complications,static,NBD215grProgram.do,51
P26,20,Preterm birth complications,static,NBD215grProgram.do,51
P27,20,Preterm birth complications,static,NBD215grProgram.do,51
P28,20,Preterm birth complications,static,NBD215grProgram.do,51
P29,20,Preterm birth complications,static,NBD215grProgram.do,51
P35,22,Sepsis and other infectious conditions of the newborn,static,NBD215grProgram.do,55
