analysis_code,za_code,weight,hierarchy,analysis_label,za_label,source_file,source_line
2,169,1,broad_group,HIV/AIDS,HIV/AIDS and TB,Analysis to ZA codes.do,183
28,170,1,broad_group,Mouth and oropharynx,Non-communicable,Analysis to ZA codes.do,184
29,170,1,broad_group,Nasopharynx cancer and other pharynx cancer,Non-communicable,Analysis to ZA codes.do,184
30,170,1,broad_group,Oesophagus,Non-communicable,Analysis to ZA codes.do,184
31,170,1,broad_group,Stomach,Non-communicable,Analysis to ZA codes.do,184
32,170,1,broad_group,Colo-rectal,Non-communicable,Analysis to ZA codes.do,184
33,170,1,broad_group,Liver,Non-communicable,Analysis to ZA codes.do,184
34,170,1,broad_group,Gallbladder and biliary tract,Non-communicable,Analysis to ZA codes.do,184
35,170,1,broad_group,Pancreas,Non-communicable,Analysis to ZA codes.do,184
36,170,1,broad_group,Larynx,Non-communicable,Analysis to ZA codes.do,184
37,170,1,broad_group,Trachea/bronchi/lung,Non-communicable,Analysis to ZA codes.do,184
38,170,1,broad_group,Melanoma,Non-communicable,Analysis to ZA codes.do,184
39,170,1,broad_group,Other skin cancer,Non-communicable,Analysis to ZA codes.do,184
40,170,1,broad_group,Breast,Non-communicable,Analysis to ZA codes.do,184
41,170,1,broad_group,Cervix,Non-communicable,Analysis to ZA codes.do,184
42,170,1,broad_group,Corpus uteri,Non-communicable,Analysis to ZA codes.do,184
43,170,1,broad_group,Ovary,Non-communicable,Analysis to ZA codes.do,184
44,170,1,broad_group,Prostate,Non-communicable,Analysis to ZA codes.do,184
45,170,1,broad_group,Testis cancer,Non-communicable,Analysis to ZA codes.do,184
46,170,1,broad_group,Bladder,Non-communicable,Analysis to ZA codes.do,184
47,170,1,broad_group,Kidney,Non-communicable,Analysis to ZA codes.do,184
48,170,1,broad_group,Brain,Non-communicable,Analysis to ZA codes.do,184
49,170,1,broad_group,Thyroid,Non-communicable,Analysis to ZA codes.do,184
50,170,1,broad_group,Hodgkin's lymphoma,Non-communicable,Analysis to ZA codes.do,184
51,170,1,broad_group,Non-Hodgkins lymphoma,Non-communicable,Analysis to ZA codes.do,184
52,170,1,broad_group,Multiple myeloma,Non-communicable,Analysis to ZA codes.do,184
53,170,1,broad_group,Leukaemia,Non-communicable,Analysis to ZA codes.do,184
54,170,1,broad_group,Other malignant neoplasms,Non-communicable,Analysis to ZA codes.do,184
55,170,1,broad_group,Other neoplasms,Non-communicable,Analysis to ZA codes.do,184
56,170,1,broad_group,Diabetes mellitus,Non-communicable,Analysis to ZA codes.do,184
57,170,1,broad_group,"Endocrine nutritional,blood and immune disorders",Non-communicable,Analysis to ZA codes.do,184
58,170,1,broad_group,Unipolar,Non-communicable,Analysis to ZA codes.do,184
59,170,1,broad_group,Bipolar,Non-communicable,Analysis to ZA codes.do,184
60,170,1,broad_group,Schizophrenia,Non-communicable,Analysis to ZA codes.do,184
61,170,1,broad_group,Alcohol dependence,Non-communicable,Analysis to ZA codes.do,184
62,170,1,broad_group,Drug use,Non-communicable,Analysis to ZA codes.do,184
63,170,1,broad_group,Anxiety disorders,Non-communicable,Analysis to ZA codes.do,184
64,170,1,broad_group,Eating disorders,Non-communicable,Analysis to ZA codes.do,184
65,170,1,broad_group,Development disorders,Non-communicable,Analysis to ZA codes.do,184
66,170,1,broad_group,Childhood behaviour disorders,Non-communicable,Analysis to ZA codes.do,184
67,170,1,broad_group,Mental retardation not included as sequelae elsewhere,Non-communicable,Analysis to ZA codes.do,184
68,170,1,broad_group,Other mental and behavioural disorders,Non-communicable,Analysis to ZA codes.do,184
69,170,1,broad_group,Alzheimer and other degenerative diseases of nervous system,Non-communicable,Analysis to ZA codes.do,184
70,170,1,broad_group,Parkisons disease,Non-communicable,Analysis to ZA codes.do,184
71,170,1,broad_group,Multiple sclerosis,Non-communicable,Analysis to ZA codes.do,184
72,170,1,broad_group,Epilepsy,Non-communicable,Analysis to ZA codes.do,184
73,170,1,broad_group,Migraine,Non-communicable,Analysis to ZA codes.do,184
74,170,1,broad_group,Non-migraine headache,Non-communicable,Analysis to ZA codes.do,184
75,170,1,broad_group,Other neurological conditions,Non-communicable,Analysis to ZA codes.do,184
76,170,1,broad_group,Glaucoma,Non-communicable,Analysis to ZA codes.do,184
77,170,1,broad_group,Cataracts,Non-communicable,Analysis to ZA codes.do,184
78,170,1,broad_group,Hearing loss not due to other diseases or injuries,Non-communicable,Analysis to ZA codes.do,184
79,170,1,broad_group,Other vision loss,Non-communicable,Analysis to ZA codes.do,184
80,170,1,broad_group,Other sense organ disorders,Non-communicable,Analysis to ZA codes.do,184
